"","schoolcode","sssdistrict","ssslong","ssslat","programplaced","cutoff","quality","size"
"796",20606,"Birim South",NA,NA,"Technical",211,245.895833333333,48
"797",20606,"Birim South",NA,NA,"Agriculture",207,250.87037037037,54
"798",20606,"Birim South",NA,NA,"Home Economics",227,251.35,60
"799",20606,"Birim South",NA,NA,"Business",206,252.5875,80
"800",20606,"Birim South",NA,NA,"Visual Arts",216,249.645161290323,31
"801",20606,"Birim South",NA,NA,"General Arts",235,260.575,120
"802",20606,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,"Technical",211,245.895833333333,48
"803",20606,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,"Agriculture",207,250.87037037037,54
"804",20606,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,"Home Economics",227,251.35,60
"805",20606,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,"Business",206,252.5875,80
"806",20606,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,"Visual Arts",216,249.645161290323,31
"807",20606,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,"General Arts",235,260.575,120
"808",20607,"Birim South",NA,NA,"Business",194,251.663793103448,116
"809",20607,"Birim South",NA,NA,"Agriculture",202,240.975,40
"810",20607,"Birim South",NA,NA,"General Arts",210,247.06,150
"811",20607,"Birim South",NA,NA,"Visual Arts",239,249.5,2
"812",20607,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,"Business",194,251.663793103448,116
"813",20607,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,"Agriculture",202,240.975,40
"814",20607,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,"General Arts",210,247.06,150
"815",20607,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,"Visual Arts",239,249.5,2
"816",20608,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,"Business",206,253.974358974359,39
"817",20608,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,"General Arts",214,255.3,60
"818",20608,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994,"Agriculture",208,247.615384615385,26
"819",20608,"Birim South",NA,NA,"Business",206,253.974358974359,39
"820",20608,"Birim South",NA,NA,"General Arts",214,255.3,60
"821",20608,"Birim South",NA,NA,"Agriculture",208,247.615384615385,26
"826",20701,"Birim North",NA,NA,"Technical",217,241.8,5
"827",20701,"Birim North",NA,NA,"Agriculture",216,243.2,10
"828",20701,"Birim North",NA,NA,"Home Economics",213,238.5,4
"829",20701,"Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,"Technical",217,241.8,5
"830",20701,"Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,"Agriculture",216,243.2,10
"831",20701,"Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,"Home Economics",213,238.5,4
"832",20702,"Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,"General Science",212,264.679245283019,53
"833",20702,"Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,"Home Economics",218,241.830508474576,59
"834",20702,"Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,"General Arts",204,251.133333333333,270
"835",20702,"Birim North",NA,NA,"General Science",212,264.679245283019,53
"836",20702,"Birim North",NA,NA,"Home Economics",218,241.830508474576,59
"837",20702,"Birim North",NA,NA,"General Arts",204,251.133333333333,270
"838",20703,"Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,"General Arts",210,243.318181818182,66
"839",20703,"Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,"Agriculture",219,252.058823529412,34
"840",20703,"Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,"Business",220,248.162790697674,43
"841",20703,"Birim North",NA,NA,"General Arts",210,243.318181818182,66
"842",20703,"Birim North",NA,NA,"Agriculture",219,252.058823529412,34
"843",20703,"Birim North",NA,NA,"Business",220,248.162790697674,43
"844",20704,"Birim North",NA,NA,"General Arts",208,266.656565656566,99
"845",20704,"Birim North",NA,NA,"Agriculture",228,256.933333333333,15
"846",20704,"Birim North",NA,NA,"Business",216,261.163265306122,49
"847",20704,"Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,"General Arts",208,266.656565656566,99
"848",20704,"Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,"Agriculture",228,256.933333333333,15
"849",20704,"Birim North ( New Abirem)",-1.02167463302612,6.22278738021851,"Business",216,261.163265306122,49
"850",20801,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"General Science",221,291.536231884058,69
"851",20801,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Business",197,262.643410852713,129
"852",20801,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Visual Arts",238,270.58,50
"853",20801,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Home Economics",243,272.533333333333,45
"854",20801,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"General Arts",253,283.8,180
"855",20801,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Agriculture",209,257.866666666667,45
"856",20801,"Asuogyaman",NA,NA,"General Science",221,291.536231884058,69
"857",20801,"Asuogyaman",NA,NA,"Business",197,262.643410852713,129
"858",20801,"Asuogyaman",NA,NA,"Visual Arts",238,270.58,50
"859",20801,"Asuogyaman",NA,NA,"Home Economics",243,272.533333333333,45
"860",20801,"Asuogyaman",NA,NA,"General Arts",253,283.8,180
"861",20801,"Asuogyaman",NA,NA,"Agriculture",209,257.866666666667,45
"862",20802,"Asuogyaman",NA,NA,"Home Economics",216,225,3
"863",20802,"Asuogyaman",NA,NA,"General Arts",222,256.545454545455,11
"864",20802,"Asuogyaman",NA,NA,"Technical",231,245.888888888889,9
"865",20802,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Home Economics",216,225,3
"866",20802,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"General Arts",222,256.545454545455,11
"867",20802,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Technical",231,245.888888888889,9
"868",20803,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Visual Arts",268,291.525,40
"869",20803,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"General Science",312,336.066666666667,60
"870",20803,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Business",283,311.583333333333,120
"871",20803,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"General Arts",297,319.683333333333,120
"872",20803,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Home Economics",252,277.833333333333,60
"873",20803,"Asuogyaman",NA,NA,"Visual Arts",268,291.525,40
"874",20803,"Asuogyaman",NA,NA,"General Science",312,336.066666666667,60
"875",20803,"Asuogyaman",NA,NA,"Business",283,311.583333333333,120
"876",20803,"Asuogyaman",NA,NA,"General Arts",297,319.683333333333,120
"877",20803,"Asuogyaman",NA,NA,"Home Economics",252,277.833333333333,60
"878",20804,"Asuogyaman",NA,NA,"Technical",203,252.658823529412,85
"879",20804,"Asuogyaman",NA,NA,"Business",202,248.923076923077,52
"880",20804,"Asuogyaman",NA,NA,"Home Economics",205,247.875,32
"881",20804,"Asuogyaman",NA,NA,"General Arts",196,254.4,110
"882",20804,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Technical",203,252.658823529412,85
"883",20804,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Business",202,248.923076923077,52
"884",20804,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Home Economics",205,247.875,32
"885",20804,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"General Arts",196,254.4,110
"886",20805,"Asuogyaman",NA,NA,"Visual Arts",205,230.375,8
"887",20805,"Asuogyaman",NA,NA,"Business",215,255.409090909091,22
"888",20805,"Asuogyaman",NA,NA,"Home Economics",220,238.714285714286,14
"889",20805,"Asuogyaman",NA,NA,"General Arts",213,248.974358974359,39
"890",20805,"Asuogyaman",NA,NA,"Agriculture",211,237,10
"891",20805,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Visual Arts",205,230.375,8
"892",20805,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Business",215,255.409090909091,22
"893",20805,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Home Economics",220,238.714285714286,14
"894",20805,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"General Arts",213,248.974358974359,39
"895",20805,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728,"Agriculture",211,237,10
"898",20901,"Kwahu North (Donkorkrom)",-0.264697343111038,6.91197347640991,"Agriculture",216,258.692307692308,78
"899",20901,"Kwahu North (Donkorkrom)",-0.264697343111038,6.91197347640991,"General Arts",212,260.591836734694,98
"900",20901,"Kwahu North (Donkorkrom)",-0.264697343111038,6.91197347640991,"Business",214,257.324324324324,74
"901",20901,"Kwahu North (Donkorkrom)",-0.264697343111038,6.91197347640991,"General Science",239,281.078947368421,38
"902",20901,"Kwahu North (Donkorkrom)",-0.264697343111038,6.91197347640991,"Visual Arts",214,252.206896551724,29
"903",20901,"Kwahu North",NA,NA,"Agriculture",216,258.692307692308,78
"904",20901,"Kwahu North",NA,NA,"General Arts",212,260.591836734694,98
"905",20901,"Kwahu North",NA,NA,"Business",214,257.324324324324,74
"906",20901,"Kwahu North",NA,NA,"General Science",239,281.078947368421,38
"907",20901,"Kwahu North",NA,NA,"Visual Arts",214,252.206896551724,29
"908",20902,"Kwahu North",NA,NA,"Agriculture",205,263.555555555556,9
"909",20902,"Kwahu North",NA,NA,"Home Economics",270,275,3
"910",20902,"Kwahu North",NA,NA,"General Arts",209,256.666666666667,21
"911",20902,"Kwahu North (Donkorkrom)",-0.264697343111038,6.91197347640991,"Agriculture",205,263.555555555556,9
"912",20902,"Kwahu North (Donkorkrom)",-0.264697343111038,6.91197347640991,"Home Economics",270,275,3
"913",20902,"Kwahu North (Donkorkrom)",-0.264697343111038,6.91197347640991,"General Arts",209,256.666666666667,21
"914",21001,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Arts",276,302.127777777778,180
"915",21001,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Science",252,293.370967741935,62
"916",21001,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Business",270,299.5875,80
"917",21001,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Visual Arts",252,283.261538461538,65
"918",21001,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Home Economics",265,293.354838709677,62
"919",21001,"Kwahu South",NA,NA,"General Arts",276,302.127777777778,180
"920",21001,"Kwahu South",NA,NA,"General Science",252,293.370967741935,62
"921",21001,"Kwahu South",NA,NA,"Business",270,299.5875,80
"922",21001,"Kwahu South",NA,NA,"Visual Arts",252,283.261538461538,65
"923",21001,"Kwahu South",NA,NA,"Home Economics",265,293.354838709677,62
"924",21002,"Kwahu South",NA,NA,"General Arts",310,332.2375,160
"925",21002,"Kwahu South",NA,NA,"General Science",314,332.95,40
"926",21002,"Kwahu South",NA,NA,"Visual Arts",275,302.6125,80
"927",21002,"Kwahu South",NA,NA,"Home Economics",289,311.35,40
"928",21002,"Kwahu South",NA,NA,"Business",306,330.7125,80
"929",21002,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Arts",310,332.2375,160
"930",21002,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Science",314,332.95,40
"931",21002,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Visual Arts",275,302.6125,80
"932",21002,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Home Economics",289,311.35,40
"933",21002,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Business",306,330.7125,80
"934",21003,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Arts",403,412.875,40
"935",21003,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Agriculture",372,389.425,40
"936",21003,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Science",411,429.87,100
"937",21003,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Business",377,397.96,100
"938",21003,"Kwahu South",NA,NA,"General Arts",403,412.875,40
"939",21003,"Kwahu South",NA,NA,"Agriculture",372,389.425,40
"940",21003,"Kwahu South",NA,NA,"General Science",411,429.87,100
"941",21003,"Kwahu South",NA,NA,"Business",377,397.96,100
"942",21004,"Kwahu West (Nkawkaw)",-0.801975071430206,6.5270209312439,"Visual Arts",255,285.857142857143,70
"943",21004,"Kwahu West (Nkawkaw)",-0.801975071430206,6.5270209312439,"Home Economics",270,292.246153846154,65
"944",21004,"Kwahu West (Nkawkaw)",-0.801975071430206,6.5270209312439,"Agriculture",245,273.442857142857,70
"945",21004,"Kwahu West (Nkawkaw)",-0.801975071430206,6.5270209312439,"General Science",246,289.8,65
"946",21004,"Kwahu West (Nkawkaw)",-0.801975071430206,6.5270209312439,"Business",266,292.771428571429,140
"947",21004,"Kwahu West (Nkawkaw)",-0.801975071430206,6.5270209312439,"General Arts",277,304.48,200
"948",21004,"Kwahu West Municipal",NA,NA,"Visual Arts",255,285.857142857143,70
"949",21004,"Kwahu West Municipal",NA,NA,"Home Economics",270,292.246153846154,65
"950",21004,"Kwahu West Municipal",NA,NA,"Agriculture",245,273.442857142857,70
"951",21004,"Kwahu West Municipal",NA,NA,"General Science",246,289.8,65
"952",21004,"Kwahu West Municipal",NA,NA,"Business",266,292.771428571429,140
"953",21004,"Kwahu West Municipal",NA,NA,"General Arts",277,304.48,200
"954",21005,"Kwahu South",NA,NA,"Technical",211,252.025,80
"955",21005,"Kwahu South",NA,NA,"General Arts",244,273.654088050314,159
"956",21005,"Kwahu South",NA,NA,"Home Economics",232,257.772151898734,79
"957",21005,"Kwahu South",NA,NA,"Visual Arts",216,253.5375,80
"958",21005,"Kwahu South",NA,NA,"General Science",206,291.307692307692,78
"959",21005,"Kwahu South",NA,NA,"Business",237,266.8375,80
"960",21005,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Technical",211,252.025,80
"961",21005,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Arts",244,273.654088050314,159
"962",21005,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Home Economics",232,257.772151898734,79
"963",21005,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Visual Arts",216,253.5375,80
"964",21005,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Science",206,291.307692307692,78
"965",21005,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Business",237,266.8375,80
"966",21006,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Science",264,308.575,40
"967",21006,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Business",249,286.830434782609,230
"968",21006,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Home Economics",272,300.875,40
"969",21006,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Agriculture",262,293.4,40
"970",21006,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Arts",283,312.253333333333,150
"971",21006,"Kwahu South",NA,NA,"General Science",264,308.575,40
"972",21006,"Kwahu South",NA,NA,"Business",249,286.830434782609,230
"973",21006,"Kwahu South",NA,NA,"Home Economics",272,300.875,40
"974",21006,"Kwahu South",NA,NA,"Agriculture",262,293.4,40
"975",21006,"Kwahu South",NA,NA,"General Arts",283,312.253333333333,150
"976",21007,"Kwahu South",NA,NA,"Home Economics",239,259.033333333333,30
"977",21007,"Kwahu South",NA,NA,"General Arts",227,267.054054054054,148
"978",21007,"Kwahu South",NA,NA,"Visual Arts",228,258.5,50
"979",21007,"Kwahu South",NA,NA,"Business",217,264.142857142857,70
"980",21007,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Home Economics",239,259.033333333333,30
"981",21007,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Arts",227,267.054054054054,148
"982",21007,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Visual Arts",228,258.5,50
"983",21007,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Business",217,264.142857142857,70
"984",21008,"Kwahu South",NA,NA,"Agriculture",221,257.758620689655,29
"985",21008,"Kwahu South",NA,NA,"Home Economics",203,245.7,30
"986",21008,"Kwahu South",NA,NA,"General Arts",208,249.65,60
"987",21008,"Kwahu South",NA,NA,"Technical",215,253.833333333333,30
"988",21008,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Agriculture",221,257.758620689655,29
"989",21008,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Home Economics",203,245.7,30
"990",21008,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Arts",208,249.65,60
"991",21008,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Technical",215,253.833333333333,30
"992",21009,"Kwahu South",NA,NA,"Business",226,246.153846153846,13
"993",21009,"Kwahu South",NA,NA,"Visual Arts",214,240.75,12
"994",21009,"Kwahu South",NA,NA,"General Arts",210,240.290322580645,31
"995",21009,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Business",226,246.153846153846,13
"996",21009,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Visual Arts",214,240.75,12
"997",21009,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Arts",210,240.290322580645,31
"998",21010,"Kwahu South",NA,NA,"General Arts",211,248.441558441558,77
"999",21010,"Kwahu South",NA,NA,"Business",215,244.295454545455,44
"1000",21010,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"General Arts",211,248.441558441558,77
"1001",21010,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848,"Business",215,244.295454545455,44
"1007",21101,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"General Arts",271,293.05,140
"1008",21101,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"Business",252,278.54,100
"1009",21101,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"General Science",214,271.368421052632,57
"1010",21101,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"Home Economics",243,263.953846153846,65
"1011",21101,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"Agriculture",243,266.866666666667,60
"1012",21101,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"Visual Arts",204,258.830769230769,65
"1013",21101,"Kwaebibirem",NA,NA,"General Arts",271,293.05,140
"1014",21101,"Kwaebibirem",NA,NA,"Business",252,278.54,100
"1015",21101,"Kwaebibirem",NA,NA,"General Science",214,271.368421052632,57
"1016",21101,"Kwaebibirem",NA,NA,"Home Economics",243,263.953846153846,65
"1017",21101,"Kwaebibirem",NA,NA,"Agriculture",243,266.866666666667,60
"1018",21101,"Kwaebibirem",NA,NA,"Visual Arts",204,258.830769230769,65
"1019",21102,"Kwaebibirem",NA,NA,"Home Economics",301,311.28,25
"1020",21102,"Kwaebibirem",NA,NA,"Business",298,323.54,50
"1021",21102,"Kwaebibirem",NA,NA,"Technical",273,289.88,50
"1022",21102,"Kwaebibirem",NA,NA,"General Arts",288,310.115,200
"1023",21102,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"Home Economics",301,311.28,25
"1024",21102,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"Business",298,323.54,50
"1025",21102,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"Technical",273,289.88,50
"1026",21102,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"General Arts",288,310.115,200
"1027",21103,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"General Science",393,413.75,100
"1028",21103,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"General Arts",396,412.642105263158,95
"1029",21103,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"Home Economics",388,401.633333333333,30
"1030",21103,"Kwaebibirem",NA,NA,"General Science",393,413.75,100
"1031",21103,"Kwaebibirem",NA,NA,"General Arts",396,412.642105263158,95
"1032",21103,"Kwaebibirem",NA,NA,"Home Economics",388,401.633333333333,30
"1033",21104,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"Home Economics",205,248.425925925926,54
"1034",21104,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"Agriculture",216,252.605263157895,38
"1035",21104,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"Business",208,246.392857142857,56
"1036",21104,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201,"General Arts",211,259.938461538462,130
"1037",21104,"Kwaebibirem",NA,NA,"Home Economics",205,248.425925925926,54
"1038",21104,"Kwaebibirem",NA,NA,"Agriculture",216,252.605263157895,38
"1039",21104,"Kwaebibirem",NA,NA,"Business",208,246.392857142857,56
"1040",21104,"Kwaebibirem",NA,NA,"General Arts",211,259.938461538462,130
"1041",21201,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"General Science",238,287.875,40
"1042",21201,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"General Arts",260,288.593333333333,150
"1043",21201,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"Home Economics",269,289.233333333333,30
"1044",21201,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"Agriculture",240,267.925,40
"1045",21201,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"Visual Arts",256,277.5,40
"1046",21201,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"Business",213,268.88,150
"1047",21201,"Fanteakwa",NA,NA,"General Science",238,287.875,40
"1048",21201,"Fanteakwa",NA,NA,"General Arts",260,288.593333333333,150
"1049",21201,"Fanteakwa",NA,NA,"Home Economics",269,289.233333333333,30
"1050",21201,"Fanteakwa",NA,NA,"Agriculture",240,267.925,40
"1051",21201,"Fanteakwa",NA,NA,"Visual Arts",256,277.5,40
"1052",21201,"Fanteakwa",NA,NA,"Business",213,268.88,150
"1053",21202,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"Home Economics",236,254.6,40
"1054",21202,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"General Science",158,254.25,40
"1055",21202,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"Agriculture",213,256.675,40
"1056",21202,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"Business",215,257.725,80
"1057",21202,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"General Arts",236,263.383333333333,120
"1058",21202,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"Visual Arts",215,254.589743589744,39
"1059",21202,"Fanteakwa",NA,NA,"Home Economics",236,254.6,40
"1060",21202,"Fanteakwa",NA,NA,"General Science",158,254.25,40
"1061",21202,"Fanteakwa",NA,NA,"Agriculture",213,256.675,40
"1062",21202,"Fanteakwa",NA,NA,"Business",215,257.725,80
"1063",21202,"Fanteakwa",NA,NA,"General Arts",236,263.383333333333,120
"1064",21202,"Fanteakwa",NA,NA,"Visual Arts",215,254.589743589744,39
"1065",21203,"Fanteakwa",NA,NA,"Technical",216,239.6,20
"1066",21203,"Fanteakwa",NA,NA,"Home Economics",224,246.846153846154,26
"1067",21203,"Fanteakwa",NA,NA,"General Arts",212,249.046875,64
"1068",21203,"Fanteakwa",NA,NA,"Agriculture",203,247.764705882353,17
"1069",21203,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"Technical",216,239.6,20
"1070",21203,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"Home Economics",224,246.846153846154,26
"1071",21203,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"General Arts",212,249.046875,64
"1072",21203,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687,"Agriculture",203,247.764705882353,17
"1073",21301,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"General Science",231,270.76,25
"1074",21301,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Home Economics",220,249.984375,64
"1075",21301,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Visual Arts",224,254.428571428571,70
"1076",21301,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Business",228,265.830769230769,65
"1077",21301,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"General Arts",268,290.56,75
"1078",21301,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Agriculture",209,255.145161290323,62
"1079",21301,"East Akim",NA,NA,"General Science",231,270.76,25
"1080",21301,"East Akim",NA,NA,"Home Economics",220,249.984375,64
"1081",21301,"East Akim",NA,NA,"Visual Arts",224,254.428571428571,70
"1082",21301,"East Akim",NA,NA,"Business",228,265.830769230769,65
"1083",21301,"East Akim",NA,NA,"General Arts",268,290.56,75
"1084",21301,"East Akim",NA,NA,"Agriculture",209,255.145161290323,62
"1085",21302,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Home Economics",330,349.4,45
"1086",21302,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"General Arts",348,364.515555555556,225
"1087",21302,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Business",341,360.82962962963,135
"1088",21302,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"General Science",347,366.766666666667,90
"1089",21302,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Visual Arts",336,352.488888888889,45
"1090",21302,"East Akim",NA,NA,"Home Economics",330,349.4,45
"1091",21302,"East Akim",NA,NA,"General Arts",348,364.515555555556,225
"1092",21302,"East Akim",NA,NA,"Business",341,360.82962962963,135
"1093",21302,"East Akim",NA,NA,"General Science",347,366.766666666667,90
"1094",21302,"East Akim",NA,NA,"Visual Arts",336,352.488888888889,45
"1095",21303,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"General Arts",332,350.302469135802,162
"1096",21303,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"General Science",343,360.162162162162,37
"1097",21303,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Business",316,337.56862745098,153
"1098",21303,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Agriculture",312,331.555555555556,36
"1099",21303,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Visual Arts",321,338.078947368421,38
"1100",21303,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Home Economics",313,335.472222222222,36
"1101",21303,"East Akim",NA,NA,"General Arts",332,350.302469135802,162
"1102",21303,"East Akim",NA,NA,"General Science",343,360.162162162162,37
"1103",21303,"East Akim",NA,NA,"Business",316,337.56862745098,153
"1104",21303,"East Akim",NA,NA,"Agriculture",312,331.555555555556,36
"1105",21303,"East Akim",NA,NA,"Visual Arts",321,338.078947368421,38
"1106",21303,"East Akim",NA,NA,"Home Economics",313,335.472222222222,36
"1107",21304,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Visual Arts",255,293.333333333333,3
"1108",21304,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Technical",211,246.888888888889,18
"1109",21304,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"General Arts",210,246.072727272727,110
"1110",21304,"East Akim (Kibi)",-0.454344213008881,6.17855787277222,"Home Economics",206,241.037037037037,27
"1111",21304,"East Akim",NA,NA,"Visual Arts",255,293.333333333333,3
"1112",21304,"East Akim",NA,NA,"Technical",211,246.888888888889,18
